"","X","Data.Precipitation","Date.Full","Data.Temperature.Avg.Temp","Data.Temperature.Max.Temp","Data.Temperature.Min.Temp","Data.Wind.Direction","Data.Wind.Speed","city"
"10272",10272,0.86,"2016-08-14",68,82,54,23,6.71,"Nakuru"
"10273",10273,0.16,"2016-08-14",67,82,51,26,3.61,"Mombasa"
"10274",10274,0.92,"2016-08-14",63,77,49,5,4.51,"Eldoret"
"10275",10275,0,"2016-08-14",73,87,58,19,5.82,"Mombasa"
"10276",10276,0.11,"2016-08-14",65,81,48,18,1.47,"Eldoret"
"10277",10277,0.05,"2016-08-14",76,87,65,16,6.72,"Malindi"
"10278",10278,1.04,"2016-08-14",78,89,66,19,6.75,"Kisumu"
"10279",10279,0.92,"2016-08-14",74,85,61,19,7.64,"Nairobi"
"10280",10280,0.76,"2016-08-14",75,89,61,19,5.58,"Kisumu"
"10281",10281,1.36,"2016-08-14",78,89,67,23,6.88,"Nakuru"
"10282",10282,1.06,"2016-08-14",74,91,58,16,4.74,"Mombasa"
"10283",10283,1.6,"2016-08-14",73,89,57,21,7.85,"Nakuru"
"10284",10284,0.09,"2016-08-14",75,88,61,24,9.45,"Nairobi"
"10285",10285,0,"2016-08-14",65,88,42,18,7.01,"Malindi"
"10286",10286,0,"2016-08-14",67,89,44,17,2.24,"Mombasa"
"10287",10287,0,"2016-08-14",93,105,81,16,5.84,"Kisumu"
"10288",10288,0,"2016-08-14",84,99,68,22,6.58,"Eldoret"
"10289",10289,0,"2016-08-14",75,92,57,29,4.01,"Malindi"
"10290",10290,0,"2016-08-14",70,91,47,14,3.58,"Eldoret"
"10291",10291,0.55,"2016-08-14",77,91,62,22,3.12,"Nairobi"
"10292",10292,3.79,"2016-08-14",54,58,50,27,34.44,"Mombasa"
"10293",10293,0.01,"2016-08-14",84,92,75,19,7.9,"Malindi"
"10294",10294,0.39,"2016-08-14",84,93,74,23,7.87,"Mombasa"
"10295",10295,0.03,"2016-08-14",77,88,64,18,5.45,"Malindi"
"10296",10296,0.6,"2016-08-14",73,86,60,19,6.25,"Nairobi"
"10297",10297,1.08,"2016-08-14",81,94,68,18,5.12,"Malindi"
"10298",10298,1.6,"2016-08-14",78,88,68,21,4.11,"Nakuru"
"10299",10299,2.74,"2016-08-14",74,83,65,24,5.88,"Eldoret"
"10300",10300,0.48,"2016-08-14",79,88,70,19,9.35,"Mombasa"
"10301",10301,0.81,"2016-08-14",76,86,64,18,3.73,"Malindi"
"10302",10302,0.17,"2016-08-14",81,89,73,20,7.62,"Nakuru"
"10303",10303,0.7,"2016-08-14",86,93,77,20,6.85,"Kisumu"
"10304",10304,0.55,"2016-08-14",80,91,68,20,6.41,"Kisumu"
"10305",10305,2.19,"2016-08-14",77,88,67,23,4.07,"Mombasa"
"10306",10306,2.25,"2016-08-14",77,84,70,16,3.71,"Eldoret"
"10307",10307,0.09,"2016-08-14",85,90,79,20,6.82,"Kisumu"
"10308",10308,0.22,"2016-08-14",83,91,74,15,6.15,"Kisumu"
"10309",10309,0.44,"2016-08-14",80,88,72,17,5.62,"Nairobi"
"10310",10310,0.41,"2016-08-14",79,87,72,15,2.55,"Mombasa"
"10311",10311,0.54,"2016-08-14",84,92,75,17,5.42,"Nairobi"
"10312",10312,0.06,"2016-08-14",83,91,76,16,5.3,"Eldoret"
"10313",10313,1.59,"2016-08-14",71,84,58,20,7.38,"Nairobi"
"10314",10314,0.28,"2016-08-14",68,84,51,21,8.62,"Malindi"
"10315",10315,0.69,"2016-08-14",72,82,62,19,5.15,"Malindi"
"10316",10316,0.91,"2016-08-14",70,81,59,22,6.27,"Eldoret"
"10317",10317,0.15,"2016-08-14",71,85,56,20,6.27,"Nairobi"
"10318",10318,1.45,"2016-08-14",79,88,70,20,6.32,"Nakuru"
"10319",10319,2.18,"2016-08-14",81,89,72,17,6.77,"Nakuru"
"10320",10320,1.73,"2016-08-14",81,89,72,18,6.55,"Nairobi"
"10321",10321,1.63,"2016-08-14",79,86,71,18,7.18,"Nairobi"
"10322",10322,2.21,"2016-08-14",78,86,70,17,6.77,"Nakuru"
"10323",10323,0.99,"2016-08-14",78,88,68,16,4.87,"Malindi"
"10324",10324,2.44,"2016-08-14",77,86,67,17,6.17,"Malindi"
"10325",10325,0.11,"2016-08-14",81,95,66,13,8.48,"Malindi"
"10326",10326,0.01,"2016-08-14",84,94,74,10,8.7,"Nakuru"
"10327",10327,0.69,"2016-08-14",82,92,71,9,7.38,"Kisumu"
"10328",10328,0.03,"2016-08-14",83,93,73,14,6.7,"Eldoret"
"10329",10329,0.16,"2016-08-14",65,72,57,28,6.12,"Malindi"
"10330",10330,0,"2016-08-14",64,85,43,26,4.17,"Nairobi"
"10331",10331,0,"2016-08-14",70,87,52,25,4.58,"Nairobi"
"10332",10332,0,"2016-08-14",77,95,60,32,3,"Eldoret"
"10333",10333,0.07,"2016-08-14",71,87,54,16,3.18,"Kisumu"
"10334",10334,0.09,"2016-08-14",72,84,61,30,4.65,"Kisumu"
"10335",10335,0.02,"2016-08-14",66,86,47,34,2.62,"Nairobi"
"10336",10336,0.24,"2016-08-14",71,85,57,32,3.24,"Malindi"
"10337",10337,0.7,"2016-08-14",81,91,70,24,3.67,"Mombasa"
"10338",10338,5.06,"2016-08-14",79,86,71,18,6.64,"Kisumu"
"10339",10339,1.07,"2016-08-14",82,91,73,18,2.42,"Malindi"
"10340",10340,0.34,"2016-08-14",85,93,76,19,8.84,"Nairobi"
"10341",10341,1.52,"2016-08-14",79,87,71,19,4.68,"Eldoret"
"10342",10342,1.37,"2016-08-14",78,88,68,19,3.75,"Mombasa"
"10343",10343,1.95,"2016-08-14",79,90,68,19,1.84,"Kisumu"
"10344",10344,0.7,"2016-08-14",83,88,78,8,7.27,"Mombasa"
"10345",10345,1.02,"2016-08-14",79,89,69,21,5.85,"Mombasa"
"10346",10346,0.45,"2016-08-14",83,92,74,13,5.44,"Eldoret"
"10347",10347,1.47,"2016-08-14",84,92,77,16,7.72,"Malindi"
"10348",10348,0.74,"2016-08-14",85,92,76,13,5.94,"Kisumu"
"10349",10349,1.66,"2016-08-14",81,88,73,12,3.87,"Malindi"
"10350",10350,1.38,"2016-08-14",73,86,60,17,7.61,"Kisumu"
"10351",10351,1.18,"2016-08-14",75,87,62,19,7.1,"Mombasa"
"10352",10352,1.15,"2016-08-14",76,89,62,22,8.94,"Nairobi"
"10353",10353,0.96,"2016-08-14",72,87,57,27,5.75,"Nairobi"
"10354",10354,1.48,"2016-08-14",75,85,64,20,7.3,"Eldoret"
"10355",10355,0.01,"2016-08-14",81,93,69,16,2.08,"Malindi"
"10356",10356,0.05,"2016-08-14",84,93,76,16,5.02,"Mombasa"
"10357",10357,0.28,"2016-08-14",80,88,72,13,3.82,"Nakuru"
"10358",10358,0.43,"2016-08-14",78,86,69,18,2.64,"Eldoret"
"10359",10359,0.78,"2016-08-14",83,92,74,16,3.65,"Nakuru"
"10360",10360,0.32,"2016-08-14",86,93,78,10,6.35,"Kisumu"
"10361",10361,0.87,"2016-08-14",82,91,74,14,5.11,"Kisumu"
"10362",10362,0.29,"2016-08-14",84,93,73,16,1.14,"Nakuru"
"10363",10363,0.65,"2016-08-14",86,97,74,11,7.07,"Nakuru"
"10364",10364,1.55,"2016-08-14",78,90,64,12,9.72,"Malindi"
"10365",10365,1.08,"2016-08-14",86,96,75,18,4.71,"Nakuru"
"10366",10366,1.02,"2016-08-14",88,98,77,17,1.84,"Eldoret"
"10367",10367,3.73,"2016-08-14",84,92,75,19,3.98,"Nakuru"
"10368",10368,0,"2016-08-14",89,97,80,15,11.84,"Nakuru"
"10369",10369,0.8,"2016-08-14",81,91,70,11,6.91,"Nairobi"
"10370",10370,1.84,"2016-08-14",87,98,76,19,5.04,"Nairobi"
"10371",10371,0.03,"2016-08-14",88,97,78,15,9.62,"Eldoret"
"10372",10372,0.79,"2016-08-14",77,91,63,13,7.51,"Nairobi"
"10373",10373,0.23,"2016-08-14",91,100,81,12,7.25,"Eldoret"
"10374",10374,0.82,"2016-08-14",90,100,80,18,7.74,"Nairobi"
"10375",10375,3.06,"2016-08-14",88,99,77,17,7.38,"Nakuru"
"10376",10376,1.61,"2016-08-14",82,93,70,11,4.97,"Kisumu"
"10377",10377,0.09,"2016-08-14",91,101,80,17,7.75,"Nakuru"
"10378",10378,1.84,"2016-08-14",85,90,80,19,9.27,"Nakuru"
"10379",10379,2.81,"2016-08-14",87,96,78,19,4.94,"Kisumu"
"10380",10380,0.71,"2016-08-14",80,91,68,11,8.51,"Nakuru"
"10381",10381,2.62,"2016-08-14",84,95,73,14,7.5,"Mombasa"
"10382",10382,2.03,"2016-08-14",88,99,76,14,6.25,"Eldoret"
"10383",10383,0.66,"2016-08-14",87,96,77,12,6.9,"Kisumu"
"10384",10384,0.6,"2016-08-14",87,99,75,15,6.77,"Malindi"
"10385",10385,0.2,"2016-08-14",89,100,78,18,7.32,"Nairobi"
"10386",10386,0.45,"2016-08-14",85,97,73,14,7.57,"Malindi"
"10387",10387,0.08,"2016-08-14",79,94,65,19,3.8,"Nakuru"
"10388",10388,0.73,"2016-08-14",78,86,70,17,3.5,"Mombasa"
"10389",10389,0.58,"2016-08-14",77,87,66,21,4.25,"Malindi"
"10390",10390,0.35,"2016-08-14",77,85,69,15,5.07,"Malindi"
"10391",10391,1.84,"2016-08-14",83,90,76,17,7.32,"Eldoret"
"10392",10392,0.24,"2016-08-14",82,91,73,16,6.55,"Nakuru"
"10393",10393,0.73,"2016-08-14",78,86,70,17,3.5,"Nairobi"
"10394",10394,0.07,"2016-08-14",83,91,75,19,7.78,"Nakuru"
"10395",10395,0,"2016-08-14",85,95,76,20,8.04,"Mombasa"
"10396",10396,0.15,"2016-08-14",65,82,47,18,1.67,"Mombasa"
"10397",10397,0,"2016-08-14",72,87,56,23,2.01,"Mombasa"
"10398",10398,0.02,"2016-08-14",66,81,51,13,2.51,"Nairobi"
"10399",10399,0.04,"2016-08-14",62,71,53,27,3.02,"Eldoret"
"10400",10400,0,"2016-08-14",70,81,59,31,4.9,"Eldoret"
"10401",10401,0.15,"2016-08-14",69,81,57,14,3.62,"Nairobi"
"10402",10402,0,"2016-08-14",73,90,55,28,3.1,"Nairobi"
"10403",10403,0.23,"2016-08-14",75,83,67,16,5.84,"Kisumu"
"10404",10404,0.33,"2016-08-14",80,89,71,17,2.77,"Kisumu"
"10405",10405,0.4,"2016-08-14",77,87,66,20,2.72,"Nakuru"
"10406",10406,0.09,"2016-08-14",81,90,72,16,3.54,"Kisumu"
"10407",10407,0.31,"2016-08-14",72,82,62,19,4.82,"Malindi"
"10408",10408,1.54,"2016-08-14",77,86,67,23,5.22,"Malindi"
"10409",10409,1.17,"2016-08-14",75,83,66,20,3.91,"Mombasa"
"10410",10410,0.2,"2016-08-14",78,86,70,17,5.51,"Kisumu"
"10411",10411,0.23,"2016-08-14",70,88,52,23,6.25,"Eldoret"
"10412",10412,0.05,"2016-08-14",69,85,53,22,5.35,"Mombasa"
"10413",10413,0.1,"2016-08-14",70,87,53,27,4.52,"Nakuru"
"10414",10414,0.04,"2016-08-14",65,83,46,26,7.15,"Malindi"
"10415",10415,0.07,"2016-08-14",70,85,54,29,2.68,"Mombasa"
"10416",10416,1.38,"2016-08-21",82,90,73,17,3.25,"Eldoret"
"10417",10417,1.57,"2016-08-21",82,91,72,24,3.47,"Mombasa"
"10418",10418,1.14,"2016-08-21",82,90,74,17,4.35,"Nairobi"
"10419",10419,0.26,"2016-08-21",84,94,74,19,2.68,"Kisumu"
"10420",10420,0.19,"2016-08-21",60,66,54,17,4.62,"Kisumu"
"10421",10421,0.19,"2016-08-21",63,71,55,28,4.58,"Kisumu"
"10422",10422,1.56,"2016-08-21",58,65,52,21,8.9,"Eldoret"
"10423",10423,0.83,"2016-08-21",55,63,46,20,3.77,"Nairobi"
"10424",10424,1.04,"2016-08-21",57,62,52,18,9.37,"Eldoret"
"10425",10425,2.18,"2016-08-21",54,60,47,12,2.71,"Malindi"
"10426",10426,0.15,"2016-08-21",58,67,48,17,3.58,"Nakuru"
"10427",10427,0.62,"2016-08-21",60,68,51,20,2.6,"Nairobi"
"10428",10428,0,"2016-08-21",55,65,44,16,7.67,"Mombasa"
"10429",10429,0,"2016-08-21",60,60,60,17,3.27,"Kisumu"
"10430",10430,0.15,"2016-08-21",58,63,52,18,2.87,"Eldoret"
"10431",10431,0.83,"2016-08-21",58,63,52,11,7.24,"Malindi"
"10432",10432,0.99,"2016-08-21",57,63,51,16,4.81,"Nakuru"
"10433",10433,0.4,"2016-08-21",57,63,51,16,5.08,"Kisumu"
"10434",10434,0.22,"2016-08-21",61,67,54,30,7.45,"Eldoret"
"10435",10435,1.21,"2016-08-21",59,66,52,14,8.17,"Kisumu"
"10436",10436,1.09,"2016-08-21",57,62,51,17,5.05,"Kisumu"
"10437",10437,1.12,"2016-08-21",55,59,51,21,12.98,"Malindi"
"10438",10438,1.53,"2016-08-21",60,68,52,19,4.18,"Malindi"
"10439",10439,1.43,"2016-08-21",52,57,46,25,8.37,"Malindi"
"10440",10440,0.02,"2016-08-21",55,68,42,17,1.05,"Eldoret"
"10441",10441,0.28,"2016-08-21",58,66,50,13,3.81,"Kisumu"
"10442",10442,0,"2016-08-21",60,60,60,12,2.11,"Nakuru"
"10443",10443,0,"2016-08-21",60,60,60,0,0,"Malindi"
"10444",10444,0,"2016-08-21",60,60,60,23,4.95,"Eldoret"
"10445",10445,0.64,"2016-08-21",57,61,52,23,4.77,"Malindi"
"10446",10446,0.16,"2016-08-21",58,63,53,21,9.45,"Nakuru"
"10447",10447,0,"2016-08-21",60,60,60,0,0,"Eldoret"
"10448",10448,0.43,"2016-08-21",58,65,50,19,2.24,"Mombasa"
"10449",10449,1.55,"2016-08-21",57,67,47,14,2.55,"Malindi"
"10450",10450,0.75,"2016-08-21",38,42,33,20,10.68,"Nakuru"
"10451",10451,0,"2016-08-21",60,60,60,27,2.21,"Nakuru"
"10452",10452,3.04,"2016-08-21",56,60,50,18,3.45,"Kisumu"
"10453",10453,0.08,"2016-08-21",75,91,59,23,3.21,"Kisumu"
"10454",10454,0.11,"2016-08-21",83,96,69,17,8.2,"Nakuru"
"10455",10455,0.11,"2016-08-21",94,105,82,20,4.64,"Eldoret"
"10456",10456,0.03,"2016-08-21",87,99,75,18,4.05,"Mombasa"
"10457",10457,0.27,"2016-08-21",75,91,60,21,3.14,"Nakuru"
"10458",10458,2.08,"2016-08-21",77,84,70,16,3.34,"Nairobi"
"10459",10459,0.62,"2016-08-21",72,79,65,21,2.62,"Malindi"
"10460",10460,3.16,"2016-08-21",75,79,71,0,0,"Nairobi"
"10461",10461,0,"2016-08-21",88,102,73,32,3.71,"Malindi"
"10462",10462,0,"2016-08-21",77,99,54,20,2.95,"Malindi"
"10463",10463,0,"2016-08-21",85,103,66,19,7.08,"Kisumu"
"10464",10464,0,"2016-08-21",72,88,57,28,7.2,"Nakuru"
"10465",10465,0,"2016-08-21",57,62,51,0,0,"Kisumu"
"10466",10466,0,"2016-08-21",85,101,69,31,4.21,"Malindi"
"10467",10467,0,"2016-08-21",66,73,58,31,7.24,"Nairobi"
"10468",10468,0,"2016-08-21",75,87,63,30,5.18,"Nairobi"
"10469",10469,0,"2016-08-21",68,74,62,26,8.74,"Nairobi"
"10470",10470,0,"2016-08-21",84,100,68,16,3.31,"Nairobi"
"10471",10471,0,"2016-08-21",86,104,68,16,2.62,"Mombasa"
"10472",10472,0,"2016-08-21",75,92,58,19,6.01,"Nairobi"
"10473",10473,0,"2016-08-21",62,68,56,29,6.04,"Eldoret"
"10474",10474,0,"2016-08-21",74,79,67,30,6.94,"Malindi"
"10475",10475,0,"2016-08-21",64,70,56,29,11.27,"Eldoret"
"10476",10476,0,"2016-08-21",81,93,68,22,6.54,"Eldoret"
"10477",10477,0,"2016-08-21",65,72,57,21,2.81,"Nakuru"
"10478",10478,0,"2016-08-21",62,70,53,30,4.71,"Nairobi"
"10479",10479,0,"2016-08-21",77,95,59,32,5.92,"Nakuru"
"10480",10480,0,"2016-08-21",60,77,42,20,2.92,"Nairobi"
"10481",10481,0.2,"2016-08-21",68,82,52,22,5.18,"Kisumu"
"10482",10482,0.25,"2016-08-21",64,86,41,26,2.05,"Nairobi"
"10483",10483,0.02,"2016-08-21",70,87,53,18,5.41,"Mombasa"
"10484",10484,0,"2016-08-21",75,90,60,15,4.62,"Eldoret"
"10485",10485,0.75,"2016-08-21",73,89,56,18,3.28,"Nairobi"
"10486",10486,0.39,"2016-08-21",80,86,73,18,4.92,"Nairobi"
"10487",10487,1.71,"2016-08-21",77,87,67,24,5.28,"Malindi"
"10488",10488,1.39,"2016-08-21",81,90,72,24,5.22,"Nairobi"
"10489",10489,1.39,"2016-08-21",81,90,72,24,5.22,"Eldoret"
"10490",10490,0.04,"2016-08-21",84,93,75,11,3.22,"Kisumu"
"10491",10491,0.55,"2016-08-21",85,90,80,11,7.74,"Mombasa"
"10492",10492,0.17,"2016-08-21",83,94,72,16,2.97,"Malindi"
"10493",10493,0.03,"2016-08-21",84,94,73,16,4.71,"Nairobi"
"10494",10494,0.15,"2016-08-21",85,89,80,10,8.01,"Nairobi"
"10495",10495,1.1,"2016-08-21",85,91,78,10,5.78,"Malindi"
"10496",10496,3.23,"2016-08-21",84,92,75,14,3.22,"Malindi"
"10497",10497,1.76,"2016-08-21",83,90,77,17,4.71,"Eldoret"
"10498",10498,1.33,"2016-08-21",85,95,75,18,2.37,"Kisumu"
"10499",10499,1.16,"2016-08-21",85,92,77,15,2.68,"Malindi"
"10500",10500,0.04,"2016-08-21",84,90,76,10,4.97,"Mombasa"
"10501",10501,0.79,"2016-08-21",86,91,80,11,7.2,"Eldoret"
"10502",10502,0.71,"2016-08-21",83,94,72,19,2.51,"Mombasa"
"10503",10503,3.67,"2016-08-21",82,92,71,24,1.07,"Kisumu"
"10504",10504,1.29,"2016-08-21",83,92,73,23,4.34,"Nakuru"
"10505",10505,0.79,"2016-08-21",84,96,72,17,2,"Eldoret"
"10506",10506,0.81,"2016-08-21",84,94,73,21,2.37,"Kisumu"
"10507",10507,0.17,"2016-08-21",85,95,75,18,4.7,"Nakuru"
"10508",10508,2.06,"2016-08-21",77,84,69,16,1.3,"Kisumu"
"10509",10509,0,"2016-08-21",82,88,76,5,10.22,"Mombasa"
"10510",10510,0.05,"2016-08-21",80,88,72,4,13.57,"Mombasa"
"10511",10511,0.01,"2016-08-21",81,87,74,4,11.58,"Nairobi"
"10512",10512,0.27,"2016-08-21",80,86,75,5,13.7,"Kisumu"
"10513",10513,0,"2016-08-21",79,95,64,22,2.9,"Nairobi"
"10514",10514,0,"2016-08-21",80,97,62,20,2.4,"Malindi"
"10515",10515,0,"2016-08-21",70,90,49,20,3.54,"Nakuru"
"10516",10516,1.36,"2016-08-21",74,82,66,23,6.27,"Eldoret"
"10517",10517,0.99,"2016-08-21",74,83,65,21,5.31,"Eldoret"
"10518",10518,1.05,"2016-08-21",75,83,66,21,5.35,"Eldoret"
"10519",10519,0.29,"2016-08-21",74,82,65,20,5.85,"Nakuru"
"10520",10520,0.93,"2016-08-21",73,82,64,21,5.3,"Mombasa"
"10521",10521,2.15,"2016-08-21",76,83,68,21,4.68,"Kisumu"
"10522",10522,0.99,"2016-08-21",77,82,71,22,5.08,"Mombasa"
"10523",10523,0.94,"2016-08-21",74,81,65,21,6.27,"Eldoret"
"10524",10524,1.46,"2016-08-21",76,82,69,21,8.04,"Malindi"
"10525",10525,8.91,"2016-08-21",72,79,65,22,5.88,"Nairobi"
"10526",10526,0.31,"2016-08-21",72,81,62,19,4.88,"Kisumu"
"10527",10527,0.74,"2016-08-21",75,84,65,20,5.17,"Eldoret"
"10528",10528,0.8,"2016-08-21",71,80,62,21,5.42,"Eldoret"
"10529",10529,0.35,"2016-08-21",73,84,62,21,7.27,"Nakuru"
"10530",10530,1.72,"2016-08-21",71,81,61,19,4.62,"Nairobi"
"10531",10531,0.63,"2016-08-21",75,87,63,20,7.28,"Nakuru"
"10532",10532,0,"2016-08-21",76,91,60,18,8.52,"Eldoret"
"10533",10533,0,"2016-08-21",72,88,55,25,8.85,"Malindi"
"10534",10534,0,"2016-08-21",76,89,63,19,6.04,"Eldoret"
"10535",10535,0.49,"2016-08-21",75,87,62,18,4.5,"Eldoret"
"10536",10536,1.13,"2016-08-21",76,87,65,19,7.51,"Malindi"
"10537",10537,4.55,"2016-08-21",76,82,69,21,5.15,"Nakuru"
"10538",10538,3.7,"2016-08-21",76,82,68,26,0.58,"Mombasa"
"10539",10539,2.78,"2016-08-21",76,83,70,21,5.2,"Malindi"
"10540",10540,3.71,"2016-08-21",79,85,72,21,6.3,"Nakuru"
"10541",10541,2.24,"2016-08-21",77,82,71,23,4.2,"Nakuru"
"10542",10542,6.08,"2016-08-21",83,92,74,14,2.84,"Kisumu"
"10543",10543,2.87,"2016-08-21",82,88,75,12,3.7,"Nakuru"
"10544",10544,2.69,"2016-08-21",86,92,79,16,4.68,"Nakuru"
"10545",10545,3.77,"2016-08-21",80,86,74,20,2.78,"Nakuru"
"10546",10546,0.75,"2016-08-21",83,91,75,15,2.6,"Malindi"
"10547",10547,0.48,"2016-08-21",69,80,57,25,5.92,"Mombasa"
"10548",10548,1.03,"2016-08-21",66,77,55,22,5.52,"Nakuru"
"10549",10549,0.46,"2016-08-21",72,82,61,22,4.88,"Mombasa"
"10550",10550,3.38,"2016-08-21",80,89,70,23,3.01,"Malindi"
"10551",10551,2.68,"2016-08-21",81,91,71,23,3.62,"Nakuru"
"10552",10552,0.01,"2016-08-21",76,84,68,18,7.12,"Nakuru"
"10553",10553,0.02,"2016-08-21",76,86,66,20,7.54,"Eldoret"
"10554",10554,0.4,"2016-08-21",73,81,65,23,7.85,"Malindi"
"10555",10555,0.41,"2016-08-21",71,81,60,17,3.82,"Eldoret"
"10556",10556,2.64,"2016-08-21",75,83,67,21,6.22,"Mombasa"
"10557",10557,2.9,"2016-08-21",76,85,66,22,5.27,"Malindi"
"10558",10558,3.28,"2016-08-21",73,81,64,22,6.87,"Kisumu"
"10559",10559,1.76,"2016-08-21",70,80,60,19,4.68,"Nairobi"
"10560",10560,3.97,"2016-08-21",73,81,64,22,5.82,"Malindi"
"10561",10561,3.16,"2016-08-21",65,74,55,0,0,"Nairobi"
"10562",10562,0.78,"2016-08-21",73,81,66,22,6.04,"Malindi"
"10563",10563,1.45,"2016-08-21",71,78,62,20,3.02,"Mombasa"
"10564",10564,1.03,"2016-08-21",67,76,58,28,5.31,"Eldoret"
"10565",10565,0.04,"2016-08-21",63,76,48,27,3.17,"Mombasa"
"10566",10566,1.02,"2016-08-21",71,80,63,22,4.11,"Kisumu"
"10567",10567,2.21,"2016-08-21",68,77,59,21,4.85,"Nairobi"
"10568",10568,0.93,"2016-08-21",67,76,57,22,3.05,"Mombasa"
"10569",10569,2.29,"2016-08-21",81,88,73,21,3.94,"Kisumu"
"10570",10570,3.17,"2016-08-21",81,89,72,16,3.7,"Kisumu"
"10571",10571,0.64,"2016-08-21",83,89,77,17,4.52,"Kisumu"
"10572",10572,2.21,"2016-08-21",83,91,73,17,2.51,"Mombasa"
"10573",10573,1.4,"2016-08-21",82,90,74,17,3.97,"Nakuru"
"10574",10574,0.73,"2016-08-21",83,93,73,19,3.18,"Mombasa"
"10575",10575,2.09,"2016-08-21",82,90,73,21,4.18,"Eldoret"
"10576",10576,2.51,"2016-08-21",76,81,70,22,5.08,"Mombasa"
"10577",10577,0.2,"2016-08-21",74,82,65,24,5.4,"Nairobi"
"10578",10578,1.06,"2016-08-21",74,85,62,20,6.2,"Malindi"
"10579",10579,0.12,"2016-08-21",73,81,64,24,5.12,"Mombasa"
"10580",10580,0.08,"2016-08-21",74,83,64,20,4.97,"Eldoret"
"10581",10581,0.61,"2016-08-21",74,84,62,23,4.87,"Eldoret"
"10582",10582,2.52,"2016-08-21",78,86,71,22,6.11,"Mombasa"
"10583",10583,1.01,"2016-08-21",69,84,54,17,4.95,"Malindi"
"10584",10584,0.19,"2016-08-21",62,82,41,18,1.58,"Mombasa"
"10585",10585,0.22,"2016-08-21",62,78,46,29,6.01,"Nairobi"
"10586",10586,0.01,"2016-08-21",65,84,46,16,4.45,"Eldoret"
"10587",10587,0.26,"2016-08-21",69,84,55,20,6.24,"Nairobi"
"10588",10588,0.31,"2016-08-21",65,82,48,18,6.05,"Eldoret"
"10589",10589,0.11,"2016-08-21",67,84,50,19,4.2,"Eldoret"
"10590",10590,0.44,"2016-08-21",69,86,51,23,3.58,"Malindi"
"10591",10591,0.02,"2016-08-21",66,85,46,5,7.72,"Nairobi"
"10592",10592,0.74,"2016-08-21",70,85,55,16,5.64,"Mombasa"
"10593",10593,0.12,"2016-08-21",69,90,49,18,2.38,"Eldoret"
"10594",10594,0.32,"2016-08-21",72,84,59,21,8.14,"Nakuru"
"10595",10595,0.24,"2016-08-21",74,86,62,20,5.65,"Nairobi"
"10596",10596,0.07,"2016-08-21",71,83,58,21,7.85,"Mombasa"
"10597",10597,0.04,"2016-08-21",70,87,53,18,6.02,"Malindi"
"10598",10598,1.74,"2016-08-21",74,84,64,18,5.54,"Kisumu"
"10599",10599,0.75,"2016-08-21",68,86,50,18,4.84,"Eldoret"
"10600",10600,0.2,"2016-08-21",68,85,49,28,6.21,"Kisumu"
"10601",10601,0.54,"2016-08-21",70,86,54,24,7.17,"Kisumu"
"10602",10602,0,"2016-08-21",67,89,45,19,4.57,"Malindi"
"10603",10603,0,"2016-08-21",70,91,49,18,2.87,"Nakuru"
"10604",10604,0.08,"2016-08-21",94,104,83,19,5.62,"Nairobi"
"10605",10605,0,"2016-08-21",86,100,70,21,6.72,"Malindi"
"10606",10606,0.04,"2016-08-21",79,96,62,30,3,"Nairobi"
"10607",10607,0,"2016-08-21",74,97,51,15,3,"Nairobi"
"10608",10608,0.32,"2016-08-21",73,85,60,24,4.51,"Malindi"
"10609",10609,2.1,"2016-08-21",50,55,45,24,25.4,"Mombasa"
"10610",10610,0.92,"2016-08-21",80,89,71,19,4.97,"Nairobi"
"10611",10611,0.44,"2016-08-21",82,89,74,19,5.47,"Malindi"
"10612",10612,0.24,"2016-08-21",74,86,61,20,2.38,"Mombasa"
"10613",10613,0.64,"2016-08-21",70,83,57,20,8.58,"Nairobi"
"10614",10614,2.19,"2016-08-21",76,89,62,15,4.05,"Mombasa"
"10615",10615,0.64,"2016-08-21",75,84,65,25,6.11,"Nairobi"
"10616",10616,1.55,"2016-08-21",70,78,62,22,4.38,"Nakuru"
"10617",10617,1.25,"2016-08-21",76,84,67,21,6.34,"Mombasa"
"10618",10618,0.73,"2016-08-21",71,81,60,14,2.62,"Nairobi"
"10619",10619,0.72,"2016-08-21",80,86,73,18,6.1,"Malindi"
"10620",10620,0.42,"2016-08-21",83,88,76,17,5.78,"Eldoret"
"10621",10621,1.99,"2016-08-21",75,84,66,23,4.04,"Nairobi"
"10622",10622,1.02,"2016-08-21",74,83,65,21,4.72,"Nakuru"
"10623",10623,2.33,"2016-08-21",76,84,67,25,2.61,"Nakuru"
"10624",10624,1.32,"2016-08-21",83,89,76,20,5.17,"Kisumu"
"10625",10625,0.44,"2016-08-21",84,94,73,23,3.28,"Mombasa"
"10626",10626,0.8,"2016-08-21",82,91,73,25,5.07,"Mombasa"
"10627",10627,1.36,"2016-08-21",80,89,71,25,2.32,"Nairobi"
"10628",10628,0.38,"2016-08-21",84,93,74,20,3.85,"Nakuru"
"10629",10629,1.53,"2016-08-21",83,92,74,21,4.94,"Mombasa"
"10630",10630,0.29,"2016-08-21",66,79,53,19,5.01,"Mombasa"
"10631",10631,0.31,"2016-08-21",64,80,48,23,6.51,"Nakuru"
"10632",10632,0.29,"2016-08-21",68,79,56,18,6.3,"Nakuru"
